,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,clean_text
2556,Fri Jun 18 21:58:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","What happened in #India is now happening in #Uganda 

We need to stop being reactive to these situations and become more proactive. Just as we did during the #IndiaCovidCrisis we need to help #Uganda before it spreads to all of #Africa",0.5,0.5,en,49.0,17.0,livableearthnow,260,468,,IndiaUganda,[KrutikaKuppalli],"New York, USA",happened #india happening #uganda stop reactive situation become proactive #indiacovidcrisis help #uganda spread #africa
2557,Fri Jun 18 21:58:20 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc,0.1333333333333333,0.4555555555555555,en,467.0,236.0,BobLKingDCFCfan,376,248,,,[globalhlthtwit],Derby UK,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
2558,Fri Jun 18 21:58:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,3zanW3r,186,227,False,,[],USA,nan
2559,Fri Jun 18 21:58:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines. https://t.co/JAo5SL5jS5 #axiospm #COVID19,0.2142857142857142,0.4285714285714285,en,32.0,19.0,albeck2130,1050,2144,,,[jamesrhenson], NC USA, large pocket unvaccinated people let virus mutate stronger variant one day overwhelm vaccines  #axiospm #covid
2560,Fri Jun 18 21:58:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The report that we collaborated in with @irfgtkp for @Transport_Links has now been published. Find it below. Using data collected by Alliance members @securouteafrica @Amend @right_ke @Helmet_Vaccine @LASERINTERNATIO @HovitaUganda @URRENO Annahda Baamrania (@BOUFIMKarim ),0.0,0.0,en,6.0,3.0,HovitaUganda,191,542,,,[RoadSafetyNGOs irfgtkp Transport_Links],"Kampala, Uganda",report collaborated published find using data collected alliance member annahda baamrania boufimkarim
2561,Fri Jun 18 21:58:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,468.0,237.0,JudyAbel2,847,1364,,,[globalhlthtwit],,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
2562,Fri Jun 18 21:58:56 +0000 2021,"<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>",,0.0,0.0,en,,,AlArabiya_Eng,887875,45,False,COVID19Israel,[],Dubai,nan
2563,Fri Jun 18 21:59:02 +0000 2021,"<a href=""https://plutonic.co.in"" rel=""nofollow"">Corona Virus Update Bot</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,0.0,1.0,CoronaUpdateBot,1267,2,,COVID19Israel,[AlArabiya_Eng],,palestinian authority pa cancel deal receive soon-to-expire #covid vaccine #israel initial israeli shipment showed expiration date sooner agreed pa health minister say
2564,Fri Jun 18 21:59:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#Africa which holds the majority of the worlds #LDCs needs additional liquidity to recover from #COVID19. The Special Drawing Rights must be released now if countries are going to have a shot at a #green resilient recovery. #SDRs #Vaccines #DSSI #LSF @SongweVera https://t.co/Nx2GEmyhdV,0.0785714285714285,0.4357142857142857,en,6.0,6.0,NouraHamladji,5800,2727,,AfricaLDCsCOVID19,[ECA_OFFICIAL],,#africa hold majority world #ldcs additional liquidity recover #covid special drawing right released country going shot #green resilient recovery #sdrs #vaccines #dssi #lsf
2565,Fri Jun 18 21:59:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,399.0,252.0,AMalegrooming,770,1256,False,,[shawajason],london- earls court sw5,nan
2566,Fri Jun 18 21:59:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac and dozens have been hospitalized officials said as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN,0.25,0.25,en,31.0,20.0,4JOC1,326,536,,COVID19IndonesiaSinovac,[EpochTimesChina],"Dystopia, USA",doctor medical worker caught #covid #indonesia despite vaccinated #sinovac dozen hospitalized official said concern grow efficacy #vaccines infectious variant
2567,Fri Jun 18 21:59:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac and dozens have been hospitalized officials said as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN,0.25,0.25,en,32.0,21.0,RockinASkirt,128,317,,COVID19IndonesiaSinovac,[EpochTimesChina],"Green Bay, WI",doctor medical worker caught #covid #indonesia despite vaccinated #sinovac dozen hospitalized official said concern grow efficacy #vaccines infectious variant
2568,Fri Jun 18 21:59:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,399.0,253.0,Hannahjourney22,68,789,False,,[shawajason],,nan
2569,Fri Jun 18 21:59:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Over 350 doctors and medical workers have caught #COVID19 in #Indonesia despite being vaccinated with #Sinovac and dozens have been hospitalized officials said as concerns grow about the efficacy of some #Vaccines against more infectious variants. https://t.co/Io7EPbSLUN,0.25,0.25,en,32.0,22.0,KellyCurran20,529,1475,,COVID19IndonesiaSinovac,[EpochTimesChina],,doctor medical worker caught #covid #indonesia despite vaccinated #sinovac dozen hospitalized official said concern grow efficacy #vaccines infectious variant
2570,Fri Jun 18 21:59:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Any politician promoting lockdowns mask mandates &amp; vaccines as a solution to covid19 are in full support of UN Agenda 21 and the coming one world government a New World Order.,0.2431818181818181,0.5022727272727273,en,78.0,27.0,highendman85,35,152,,,[Artemis2030],,politician promoting lockdown mask mandate amp vaccine solution covid full support agenda coming one world government new world order
2571,Fri Jun 18 21:59:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,399.0,254.0,4simplypurple,10464,494,False,,[shawajason],worldwide worldwide,nan
2572,Fri Jun 18 21:59:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines. https://t.co/JAo5SL5jS5 #axiospm #COVID19,0.2142857142857142,0.4285714285714285,en,32.0,20.0,WallyWorldWide,299,1778,,,[jamesrhenson],, large pocket unvaccinated people let virus mutate stronger variant one day overwhelm vaccines  #axiospm #covid
2573,Fri Jun 18 21:59:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,468.0,238.0,jaceeds,102,813,,,[globalhlthtwit],"Kent, England",dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
2574,Fri Jun 18 22:00:00 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.0,0.0,en,,,KnightCenterUT,1018,114,False,journalistsCOVID19,[],,nan
2575,Fri Jun 18 22:00:01 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,0.0,0.0,en,,,oneillinstitute,5046,1088,False,COVID19,[],"Georgetown Law, Washington, DC",nan
2576,Fri Jun 18 22:00:01 +0000 2021,"<a href=""https://www.zaqs.org/politics/"" rel=""nofollow"">ZAQS Politics</a>",,0.0,0.0,en,,,ZaqsPolitics,579,527,False,,[],"Boston, MA",nan
2577,Fri Jun 18 22:00:07 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Africa needs millions more doses here &amp; now to curb the third wave.

In the midst of a third wave of #COVID19 cases in #Africa Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,96.0,81.0,JamesBr46615011,575,4999,,COVID19,[WHOAFRO],"Vale of White Horse, Oxon, UK ", africa million dos amp curb third wave  midst third wave #covid case #africa dr call much-needed covid- vaccine dos critical time
2578,Fri Jun 18 22:00:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,399.0,255.0,bishamasalmann,414,367,False,,[shawajason],"Lahore, Pakistan",nan
2579,Fri Jun 18 22:00:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,0.0,2.0,lubangadenno,2196,3431,,COVID19Israel,[AlArabiya_Eng],"Nairobi, Kenya",palestinian authority pa cancel deal receive soon-to-expire #covid vaccine #israel initial israeli shipment showed expiration date sooner agreed pa health minister say
2580,Fri Jun 18 22:00:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines. https://t.co/JAo5SL5jS5 #axiospm #COVID19,0.2142857142857142,0.4285714285714285,en,32.0,21.0,Poke0904,133,161,,,[jamesrhenson],, large pocket unvaccinated people let virus mutate stronger variant one day overwhelm vaccines  #axiospm #covid
2581,Fri Jun 18 22:00:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,ShamezLadhani,2357,106,,,[brightside1974 Dr_D_Robertson],,nan
2582,Fri Jun 18 22:00:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is in the midst of a full-blown third wave of coronavirus the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,589.0,660.0,adriannnnaaaaa_,517,220,,,[TelGlobalHealth WHOAFRO],"Maryland, USA",africa  in midst full-blown third wave  coronavirus head warned case risen across continent % death also risen % last week report ~
2583,Fri Jun 18 22:01:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa needs millions more doses here &amp; now to curb the third wave.

In the midst of a third wave of #COVID19 cases in #Africa Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,97.0,82.0,HoratioAlger15,392,1245,,COVID19,[WHOAFRO],A Town Called Misery 🇬🇧, africa million dos amp curb third wave  midst third wave #covid case #africa dr call much-needed covid- vaccine dos critical time
2584,Fri Jun 18 22:01:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,400.0,256.0,siminicee,384,136,True,,[shawajason],,nan
2585,Fri Jun 18 22:01:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","What would happen if governments abolished patents? Professor @Colombatto answers in his latest report. https://t.co/u5DVBgpFv5

#patents #government #coronavirus #innovation #vaccines #covid19 #pandemic #intellectualproperty #freemarket #market #competition #business https://t.co/xjWslQNGth",0.5,0.9,en,3.0,1.0,Colombatto,2175,632,,,[GIS_Reports Colombatto],Italy,happen government abolished patent professor answer latest report #patents #government #coronavirus #innovation #vaccines #covid #pandemic #intellectualproperty #freemarket #market #competition #business
2586,Fri Jun 18 22:01:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,restructures,721,1736,False,COVID19,[],"Chicago, IL, USA",nan
2587,Fri Jun 18 22:01:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa needs millions more doses here &amp; now to curb the third wave.

In the midst of a third wave of #COVID19 cases in #Africa Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,97.0,83.0,asoucat,6849,2432,,COVID19,[WHOAFRO],, africa million dos amp curb third wave  midst third wave #covid case #africa dr call much-needed covid- vaccine dos critical time
2588,Fri Jun 18 22:01:49 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,0.0,3.0,CltrotLyn,1808,4430,,COVID19Israel,[AlArabiya_Eng],PA,palestinian authority pa cancel deal receive soon-to-expire #covid vaccine #israel initial israeli shipment showed expiration date sooner agreed pa health minister say
2589,Fri Jun 18 22:01:53 +0000 2021,"<a href=""http://www.powerapps.com"" rel=""nofollow"">Microsoft Power Platform</a>",,0.0,0.0,en,,,AJBlackston,1844,1700,False,TodaysMedicalUpdateMedicine,[],"Washington, DC",nan
2590,Fri Jun 18 22:01:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","We had the money for oxygen plants but the Kutesa-Museveni axis got involved. We can afford to pay health workers &amp; PPEs but the funds are stolen year in year out like  Jack Mas PPE.
We are extravagant; SUVs treatment abroad patronage like the 100 presidential advisors.",0.0,0.0,en,16.0,8.0,ObuntuBulamu,1321,1636,,,[MKSerumaga],,money oxygen plant kutesa-museveni axis got involved afford pay health worker amp ppes fund stolen year year like jack ppe extravagant suv treatment abroad patronage like presidential advisor
2591,Fri Jun 18 22:01:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,470.0,239.0,Itsativoliday13,222,377,,,[globalhlthtwit],,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
2592,Fri Jun 18 22:02:02 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,wrythink,923,850,False,,[],"Alberta, Canada",nan
2593,Fri Jun 18 22:02:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,1.0,4.0,ramzyk,3407,4970,,COVID19Israel,[AlArabiya_Eng],"Kampala, Uganda",palestinian authority pa cancel deal receive soon-to-expire #covid vaccine #israel initial israeli shipment showed expiration date sooner agreed pa health minister say
2594,Fri Jun 18 22:02:09 +0000 2021,"<a href=""http://www.smarttypes.org/"" rel=""nofollow"">SmartTypesBot</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system VAERS records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,94.0,52.0,HealthTypes,461,771,,COVID19,[CDCgov US_FDA],United States,know #covid vaccine safe cdc amp safety monitoring system make sure every vaccine safe possible one system vaers record adverse event patient doctor signal potential safety issue
2595,Fri Jun 18 22:02:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,401.0,257.0,Dhamma_Punk,439,1337,False,,[shawajason],"Portland, southern Cascadia",nan
2596,Fri Jun 18 22:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",New data shows VIRALEZE™ active SPL7013 has potent and rapid virucidal activity achieving &gt;99.9% reduction of virus against the Alpha (UK) Beta (South Africa) &amp; Gamma (Japan/Brazil) SARS-CoV-2 coronavirus ‘Variants of Concern’ in laboratory assays. https://t.co/uA8uH3a6vu https://t.co/B5azHG0u5F,0.1676767676767676,0.5181818181818182,en,12.0,6.0,piupety,9,64,,,[Starpharma_ASX],,new data show viraleze active spl potent rapid virucidal activity achieving gt% reduction virus alpha uk beta south africa amp gamma japanbrazil sars-cov- coronavirus variant concern laboratory assay
2597,Fri Jun 18 22:02:28 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,1.0,5.0,samiriranee,307,362,,COVID19Israel,[AlArabiya_Eng],"D - Frankfurt am Main, Germany",palestinian authority pa cancel deal receive soon-to-expire #covid vaccine #israel initial israeli shipment showed expiration date sooner agreed pa health minister say
2598,Fri Jun 18 22:02:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Millions of people including pregnant people have safely received #COVID19 vaccines. Pregnant people are more likely to get severely ill from COVID-19 &amp; pregnant people with COVID-19 are more likely to have preterm births &amp; other complications. More: https://t.co/pBVlI6STf8. https://t.co/GQAsNa51M4,0.2159090909090909,0.625,en,156.0,90.0,mlkshertm,27,308,,COVID19,[CDCgov],,million people including pregnant people safely received #covid vaccine pregnant people likely get severely covid- amp pregnant people covid- likely preterm birth amp complication
2599,Fri Jun 18 22:03:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The Palestinian Authority (PA) cancels a deal to receive soon-to-expire #COVID19 vaccines from #Israel after an initial Israeli shipment showed an expiration date sooner than had been agreed the PA health minister says.

https://t.co/SLikyMpZd7",0.0,0.0,en,1.0,6.0,autobushaya,2198,1069,,COVID19Israel,[AlArabiya_Eng],port said/Cairo-Egypt,palestinian authority pa cancel deal receive soon-to-expire #covid vaccine #israel initial israeli shipment showed expiration date sooner agreed pa health minister say
2600,Fri Jun 18 22:03:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Dr Moeti is head of WHO in Africa and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.,0.1333333333333333,0.4555555555555555,en,470.0,240.0,DailyFrock,781,924,,,[globalhlthtwit],,dr moeti head africa one best public health expert leader know desperate request vaccine africa plead germany uk lift patent restriction urgently transfer technology enable production africa
2601,Fri Jun 18 22:03:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa needs millions more doses here &amp; now to curb the third wave.

In the midst of a third wave of #COVID19 cases in #Africa Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,98.0,84.0,SarahP2k,1477,1676,,COVID19,[WHOAFRO],"Nottingham, England", africa million dos amp curb third wave  midst third wave #covid case #africa dr call much-needed covid- vaccine dos critical time
2602,Fri Jun 18 22:03:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,GeraintDaviesMP,15199,1515,False,,[],"Swansea, Wales",nan
2603,Fri Jun 18 22:03:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,,,mxcaltrz,2796,1006,,,[],Saudi Arabia,nan
2604,Fri Jun 18 22:03:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","You can get a #COVID19 vaccine and other vaccines including flu and shingles at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",0.09375,0.28125,en,167.0,111.0,hulna4,355,417,,COVID19,[CDCgov], ,get #covid vaccine vaccine including flu shingle visit longer wait day vaccine side effect vaccine given alone together vaccine timing
2605,Fri Jun 18 22:03:32 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full-blown third wave @MoetiTshidi said. The sobering trajectory of surging cases should draw everyone to urgent action. 

“Weve seen in India and elsewhere how quickly Covid-19 can rebound and overwhelm health systems
https://t.co/CemRZeIDYr",0.1444444444444444,0.1999999999999999,en,287.0,263.0,InfoJaka,287,749,,,[TelGlobalHealth MoetiTshidi],Global, africa midst full-blown third wave  said  the sobering trajectory surging case draw everyone urgent action weve seen india elsewhere quickly covid- rebound overwhelm health systems 
2606,Fri Jun 18 22:03:34 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is in the midst of a full-blown third wave of coronavirus the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,589.0,661.0,InfoJaka,287,749,,,[TelGlobalHealth WHOAFRO],Global,africa  in midst full-blown third wave  coronavirus head warned case risen across continent % death also risen % last week report ~
2607,Fri Jun 18 22:03:40 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We are currently giving #Pfizer and #Moderna #COVID19 vaccines. Stop by before 4:30 p.m. today and get vaccinated. NO APPOINTMENT REQUIRED! Everyone 12 years and older is eligible. Call our COVID-19 Hotline at 731-240-1771 if you have questions. #ThisIsOurShot #WeCanDoThis https://t.co/nL3h9QgC2G,0.0833333333333333,0.3666666666666667,en,0.0,2.0,feyork,41,233,,PfizerModernaCOVID19,[JMCRHealthDept],"Jackson, TN",currently giving #pfizer #moderna #covid vaccine stop pm today get vaccinated appointment required everyone year older eligible call covid- hotline -- question #thisisourshot #wecandothis
2608,Fri Jun 18 22:04:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,,,anne_k_mela,510,523,,,[],Jo'hustle'burg ,nan
2609,Fri Jun 18 22:04:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",5. No #COVID19 vaccines are 100% effective. None were developed to specifically be effective @ the Beta variant (rather against the original form of the SARS-CoV-2 virus). The Beta variant (the main form of the virus circulating in SA) alter the effectiveness of all jabs.,0.3683333333333333,0.5966666666666668,en,31.0,21.0,NyathiZane,580,595,,COVID19,[miamalan],,#covid vaccine % effective none developed specifically effective beta variant rather original form sars-cov- virus beta variant main form virus circulating alter effectiveness jab
2610,Fri Jun 18 22:04:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,160.0,132.0,LaurenLacq,314,341,,,[MoetiTshidi],LONDON ,africa midst full blown third wave sobering trajectory surging case rouse everyone urgent action weve seen india elsewhere quickly #covid rebound overwhelm health system
2611,Fri Jun 18 22:04:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Africa needs millions more doses here &amp; now to curb the third wave.

In the midst of a third wave of #COVID19 cases in #Africa Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,98.0,85.0,CatrionaMorton3,430,709,,COVID19,[WHOAFRO],"Edinburgh, Scotland", africa million dos amp curb third wave  midst third wave #covid case #africa dr call much-needed covid- vaccine dos critical time
2612,Fri Jun 18 22:04:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa needs millions more doses here &amp; now to curb the third wave.

In the midst of a third wave of #COVID19 cases in #Africa Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",0.125,0.325,en,98.0,86.0,ever_ambiguous,443,299,,COVID19,[WHOAFRO],Tucson. New Delhi. Hyderabad., africa million dos amp curb third wave  midst third wave #covid case #africa dr call much-needed covid- vaccine dos critical time
2613,Fri Jun 18 22:04:44 +0000 2021,"<a href=""https://www.loomly.com/"" rel=""nofollow"">Loomly</a>",,0.0,0.0,en,,,UMiamiHealth,10222,600,False,COVID19GetTheFacts,[],"Miami, FL",nan
2614,Fri Jun 18 22:04:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Large pockets of unvaccinated people let the virus mutate into stronger variants that could one day overwhelm our vaccines. https://t.co/JAo5SL5jS5 #axiospm #COVID19,0.2142857142857142,0.4285714285714285,en,33.0,22.0,Profefraire,78,158,,,[jamesrhenson],SoCal, large pocket unvaccinated people let virus mutate stronger variant one day overwhelm vaccines  #axiospm #covid
2615,Fri Jun 18 22:05:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is in the midst of a full-blown third wave of coronavirus the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.1666666666666666,0.1888888888888888,en,589.0,662.0,CovidSupportSA,955,471,,,[TelGlobalHealth WHOAFRO],,africa  in midst full-blown third wave  coronavirus head warned case risen across continent % death also risen % last week report ~
2616,Fri Jun 18 22:05:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2) Similar #DeltaVariant worries from a Canadian hospital— ➡️Outbreak even w/ 2 dose of mRNA vaccines—16 patients &amp; 6 healthcare staff #DeltaVariant positive. 6/16 patients &amp; 5/6 HCWs had received 2 doses of #COVID19 vaccine; 7 patients &amp; 1 HCW had 1 dose https://t.co/Y4GubHLMYF,0.1136363636363636,0.4727272727272727,en,573.0,244.0,ak2webd3,3659,5007,,DeltaVariant,[DrEricDing],"Bay Area, California",similar #deltavariant worry canadian hospital outbreak even dose mrna vaccine patient amp healthcare staff #deltavariant positive patient amp hcws received dos #covid vaccine patient amp hcw dose
